TransactionId,UserId,VisitYear,VisitMonth,VisitMode_id,AttractionId,Rating,VisitModeId,VisitModeName,ContinentId,RegionId,CountryId,CityId,UserContinent,UserRegion,UserCountry,UserCity,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,AttractionCity,VisitSeason,UserAvgRating,UserTotalVisits,AttractionAvgRating,AttractionPopularity
76,62742,2022,7,2,640,4,2,-0.9451141962134679,4,15,109,3915.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,-1.304808229841221,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
77,47615,2022,7,2,640,5,2,-0.9451141962134679,3,13,93,2690.0,-0.551264626777796,0.5881250046859631,-0.2996892632733799,-1.445148803939307,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
78,85459,2022,7,3,640,5,3,0.05425309368261701,4,15,109,4883.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,0.4904080732143878,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
80,71946,2022,7,4,640,3,4,1.053620383578702,5,17,135,6213.0,1.30855283271505,-0.7832631595554622,1.003439110566314,-1.4946807712680432,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-1.3968893039835395,-0.1954176964292416,0.3734143808425771,1.613155205329321
82,54719,2022,7,4,640,5,4,1.053620383578702,2,8,51,929.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,-0.9777702404271287,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
87,16291,2022,7,3,640,4,3,0.05425309368261701,4,15,109,4272.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,-0.6881987391206704,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
93,18137,2022,6,2,640,1,2,-0.9451141962134679,4,15,109,1434.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,0.16082998291164252,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-3.810293014066849,-0.48413615903193075,0.3734143808425771,1.613155205329321
95,37338,2022,6,3,640,5,3,0.05425309368261701,4,15,109,3915.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,-1.304808229841221,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
97,18628,2022,6,3,640,4,3,0.05425309368261701,3,13,93,2690.0,-0.551264626777796,0.5881250046859631,-0.2996892632733799,-1.445148803939307,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,0.6142804544192187,0.09330076617344756,0.3734143808425771,1.613155205329321
103,47542,2022,6,5,640,3,5,2.052987673474787,1,3,14,52.0,-2.411082086270642,-0.09756907743474957,-0.6300598369228798,-1.233685404958933,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-1.3968893039835395,-0.48413615903193075,0.3734143808425771,1.613155205329321
105,71155,2022,6,4,640,5,4,1.053620383578702,3,12,89,2623.0,-0.551264626777796,-0.2347078938588921,1.205332238907675,-0.8844215327691257,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
106,73515,2022,6,2,640,5,2,-0.9451141962134679,5,20,152,6955.0,1.30855283271505,0.9995414539583907,0.10409699340934216,0.08018177969690524,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,0.41316347857894264,-0.1954176964292416,0.3734143808425771,1.613155205329321
111,1953,2022,5,4,640,4,4,1.053620383578702,3,13,93,2898.0,-0.551264626777796,0.5881250046859631,-0.2996892632733799,1.4365956542376834,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,0.2120465027386665,0.09330076617344756,0.3734143808425771,1.613155205329321
112,31372,2022,5,2,640,4,2,-0.9451141962134679,5,21,163,8888.0,1.30855283271505,1.2738190868066757,1.2236861596659807,1.1387688250431025,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
114,35045,2022,5,2,640,5,2,-0.9451141962134679,3,14,101,3098.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,-0.3573505983735986,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
116,79488,2022,4,3,640,2,3,0.05425309368261701,2,8,48,402.0,-1.4811733565242189,0.03956973898939295,-0.9237225690557687,-0.2563815880496362,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-1.3968893039835395,0.09330076617344756,0.3734143808425771,1.613155205329321
117,14186,2022,4,3,640,4,3,0.05425309368261701,5,21,163,426.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.0055466252951383264,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
123,78554,2021,10,2,640,5,2,-0.9451141962134679,3,14,101,3098.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,-0.3573505983735986,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,0.7751740350914389,0.6707376913788259,0.3734143808425771,1.613155205329321
124,30511,2021,11,4,640,5,4,1.053620383578702,3,14,101,3098.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,-0.3573505983735986,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
127,50138,2021,7,4,640,5,4,1.053620383578702,5,21,163,8652.0,1.30855283271505,1.2738190868066757,1.2236861596659807,0.38499388633528236,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
132,83974,2020,10,5,640,5,5,2.052987673474787,4,15,109,3915.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,-1.304808229841221,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
133,40006,2021,5,5,640,5,5,2.052987673474787,3,14,101,3260.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,1.2410078858113915,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
136,50311,2021,1,2,640,4,2,-0.9451141962134679,5,21,163,337.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-1.2197148500713406,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
138,56894,2021,1,2,640,5,2,-0.9451141962134679,4,16,115,178.0,0.37864410296862705,0.313847371837678,0.4161136463005365,0.7742643475213765,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,-0.08048728030173441,2.4030484669949606,0.3734143808425771,1.613155205329321
141,36421,2020,12,4,640,5,4,1.053620383578702,3,14,101,3262.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,1.2695840208087394,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
143,62902,2020,1,3,640,5,3,0.05425309368261701,2,8,51,1847.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,1.0136688562769351,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,0.5338336640831077,0.6707376913788259,0.3734143808425771,1.613155205329321
144,61175,2020,12,2,640,5,2,-0.9451141962134679,3,14,101,3106.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,-0.3478252200411493,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
145,61849,2019,11,2,640,4,2,-0.9451141962134679,1,4,22,106.0,-2.411082086270642,0.8624026375342481,0.8749616652581752,-1.196218916851299,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
150,51784,2019,10,2,640,5,2,-0.9451141962134679,2,8,51,1443.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,0.17289546213274495,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,1.01651440609977,0.09330076617344756,0.3734143808425771,1.613155205329321
158,61709,2019,12,2,640,5,2,-0.9451141962134679,5,21,163,4575.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.02142225584922047,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
168,64920,2020,3,2,640,4,2,-0.9451141962134679,5,21,163,8215.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.9295083235427191,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.017801469650219316,1.248174616584204,0.3734143808425771,1.613155205329321
170,27538,2020,4,4,640,5,4,1.053620383578702,2,8,48,545.0,-1.4811733565242189,0.03956973898939295,-0.9237225690557687,1.3902388130197636,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
171,27449,2019,7,3,640,4,3,0.05425309368261701,3,14,101,3014.0,-0.551264626777796,0.7252638211101056,-0.28133534251507436,-1.529607158487024,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,0.41316347857894264,-0.1954176964292416,0.3734143808425771,1.613155205329321
172,64392,2020,3,2,640,5,2,-0.9451141962134679,2,8,48,371.0,-1.4811733565242189,0.03956973898939295,-0.9237225690557687,-0.8399697672176958,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,0.7148389423393563,1.5368930791868933,0.3734143808425771,1.613155205329321
174,79911,2019,11,2,640,5,2,-0.9451141962134679,2,8,51,2036.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,1.4962880251210324,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-1.342119365051107,1.01651440609977,0.09330076617344756,0.3734143808425771,1.613155205329321
176,55535,2020,3,2,640,5,2,-0.9451141962134679,5,21,163,1840.0,1.30855283271505,1.2738190868066757,1.2236861596659807,1.008588654499629,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
181,51283,2020,3,2,640,4,2,-0.9451141962134679,2,8,51,654.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,-1.6661375812521304,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
183,73796,2020,3,4,640,4,4,1.053620383578702,4,16,115,5589.0,0.37864410296862705,0.313847371837678,0.4161136463005365,0.5113639055457763,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.7935383764627121,-0.1954176964292416,0.3734143808425771,1.613155205329321
185,21207,2020,3,4,640,3,4,1.053620383578702,5,21,163,8513.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.0690491475114669,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-1.3968893039835395,-0.1954176964292416,0.3734143808425771,1.613155205329321
187,23868,2020,3,4,640,5,4,1.053620383578702,2,8,48,545.0,-1.4811733565242189,0.03956973898939295,-0.9237225690557687,1.3902388130197636,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
190,13954,2019,8,3,640,3,3,0.05425309368261701,2,8,51,1282.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,-0.22272525127498202,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-1.3968893039835395,0.09330076617344756,0.3734143808425771,1.613155205329321
192,55381,2019,6,4,640,2,4,1.053620383578702,5,21,163,743.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-1.4013320636100404,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,0.4554571550115225,-2.603591159025194,-0.48413615903193075,0.3734143808425771,1.613155205329321
194,71073,2020,3,2,640,5,2,-0.9451141962134679,5,21,163,8317.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.658352553678996,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
195,113,2020,3,2,640,4,2,-0.9451141962134679,5,17,125,6000.0,1.30855283271505,-0.7832631595554622,-0.4648745500981299,1.1114627404900812,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
205,16816,2020,3,2,640,5,2,-0.9451141962134679,5,21,163,8215.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.9295083235427191,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
206,41624,2020,3,2,640,5,2,-0.9451141962134679,2,8,51,1474.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,0.2109969754625421,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
207,33038,2020,3,3,640,5,3,0.05425309368261701,4,15,109,3979.0,0.37864410296862705,-1.4689572416761747,-1.2908009842218797,-1.2146346482940342,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,0.2120465027386665,0.09330076617344756,0.3734143808425771,1.613155205329321
208,46031,2020,2,5,640,4,5,2.052987673474787,2,8,48,441.0,-1.4811733565242189,0.03956973898939295,-0.9237225690557687,0.24528833745935952,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,-0.7935383764627121,-0.1954176964292416,0.3734143808425771,1.613155205329321
211,81844,2020,3,2,640,5,2,-0.9451141962134679,2,8,51,1674.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,0.6358288490897802,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
212,64368,2020,2,3,640,5,3,0.05425309368261701,3,12,89,2625.0,-0.551264626777796,-0.2347078938588921,1.205332238907675,-0.8164738339976542,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
213,51849,2020,3,4,640,5,4,1.053620383578702,5,21,163,8837.0,1.30855283271505,1.2738190868066757,1.2236861596659807,0.9952531248341999,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
223,53252,2019,4,4,640,5,4,1.053620383578702,2,8,51,1552.0,-1.4811733565242189,0.03956973898939295,1.2420400804242862,0.3799136845579761,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.1954176964292416,0.3734143808425771,1.613155205329321
224,29563,2020,3,3,640,5,3,0.05425309368261701,4,16,115,5572.0,0.37864410296862705,0.313847371837678,0.4161136463005365,0.3805487097801394,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,-0.44333110501979217,1.01651440609977,-0.48413615903193075,0.3734143808425771,1.613155205329321
225,66839,2020,2,3,640,4,3,0.05425309368261701,5,21,159,7536.0,1.30855283271505,1.2738190868066757,-0.5199363123730465,1.0060485536109758,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,-0.19018744894188475,-0.48413615903193075,0.3734143808425771,1.613155205329321
226,42947,2020,1,2,640,5,2,-0.9451141962134679,5,21,163,8402.0,1.30855283271505,1.2738190868066757,1.2236861596659807,-0.48435564280625576,1,63,-0.4111800420086825,-0.45159717566720914,-0.10859509699353503,-0.39680593443824447,1.3542454150428371,-0.19018744894188475,-0.1954176964292416,0.3734143808425771,1.613155205329321
